event_id,timestamp,order_id,trader_id,instrument,event_type,side,price,quantity,remaining_qty,best_bid,best_ask,mid_price,is_spoof,spoof_episode_id
65,2025-12-15 09:30:14.287,ORD-80D8F07702,T017,ESZ25,FILL,SELL,5800.0,4,0,5800.0,5800.0,5800.0,False,
66,2025-12-15 09:30:14.567,ORD-7609AADA32,T005,ESZ25,PARTIAL_FILL,SELL,5800.0,15,13,5800.0,5800.0,5800.0,False,
67,2025-12-15 09:30:14.739,ORD-73E3D5F82A,T028,ESZ25,NEW_ORDER,BUY,5800.0,11,11,5800.0,5800.0,5800.0,False,
68,2025-12-15 09:30:14.843,ORD-29E78DBB5E,T008,ESZ25,NEW_ORDER,BUY,5799.75,5,5,5800.0,5800.0,5800.0,False,
69,2025-12-15 09:30:15.024,ORD-65F2CD2C09,T035,ESZ25,NEW_ORDER,BUY,5800.0,8,8,5800.0,5800.0,5800.0,False,
70,2025-12-15 09:30:15.216,ORD-31CAB178A2,T044,ESZ25,NEW_ORDER,SELL,5800.5,4,4,5800.0,5800.0,5800.0,False,
71,2025-12-15 09:30:15.407,ORD-35B53023DB,T029,ESZ25,NEW_ORDER,SELL,5800.75,3,3,5800.0,5800.0,5800.0,False,
72,2025-12-15 09:30:15.617,ORD-CAC2EFD12C,T023,ESZ25,NEW_ORDER,BUY,5800.0,15,15,5800.0,5800.0,5800.0,False,
73,2025-12-15 09:30:15.623,ORD-DBCD30B9EB,T003,ESZ25,NEW_ORDER,BUY,5799.75,9,9,5800.0,5800.0,5800.0,False,
74,2025-12-15 09:30:15.987,ORD-11746269CC,T017,ESZ25,PARTIAL_FILL,BUY,5800.0,9,5,5800.0,5800.0,5800.0,False,
75,2025-12-15 09:30:16.029,ORD-CAC2EFD12C,T023,ESZ25,FILL,BUY,5800.0,15,0,5800.0,5800.0,5800.0,False,
76,2025-12-15 09:30:16.634,ORD-E2BCDA4CEF,T011,ESZ25,NEW_ORDER,BUY,5800.0,5,5,5800.0,5800.0,5800.0,False,
77,2025-12-15 09:30:16.725,ORD-28F02C1E62,T020,ESZ25,NEW_ORDER,SELL,5800.25,6,6,5800.0,5800.0,5800.0,False,
78,2025-12-15 09:30:16.746,ORD-D3EDE2DAEB,T010,ESZ25,NEW_ORDER,SELL,5800.25,10,10,5800.0,5800.0,5800.0,False,
79,2025-12-15 09:30:16.911,ORD-3704656C49,T027,ESZ25,NEW_ORDER,BUY,5800.0,15,15,5800.0,5800.0,5800.0,False,
80,2025-12-15 09:30:17.491,ORD-EC8B862432,T001,ESZ25,CANCEL,BUY,5799.5,8,6,5800.0,5800.0,5800.0,False,
81,2025-12-15 09:30:17.598,ORD-DD4821692E,T008,ESZ25,NEW_ORDER,SELL,5800.5,1,1,5800.0,5800.0,5800.0,False,
82,2025-12-15 09:30:17.644,ORD-900D40AE7B,T005,ESZ25,NEW_ORDER,SELL,5800.5,5,5,5800.0,5800.0,5800.0,False,
83,2025-12-15 09:30:17.745,ORD-E2BCDA4CEF,T011,ESZ25,PARTIAL_FILL,BUY,5800.0,5,1,5800.0,5800.0,5800.0,False,
84,2025-12-15 09:30:17.941,ORD-65F2CD2C09,T035,ESZ25,PARTIAL_FILL,BUY,5800.0,8,5,5800.0,5800.0,5800.0,False,
85,2025-12-15 09:30:17.954,ORD-DD4821692E,T008,ESZ25,PARTIAL_FILL,SELL,5800.5,1,0,5800.0,5800.0,5800.0,False,
86,2025-12-15 09:30:18.289,ORD-E6F93EB387,T021,ESZ25,NEW_ORDER,SELL,5800.0,6,6,5800.0,5800.0,5800.0,False,
87,2025-12-15 09:30:18.797,ORD-3704656C49,T027,ESZ25,PARTIAL_FILL,BUY,5800.0,15,2,5800.0,5800.0,5800.0,False,
88,2025-12-15 09:30:19.434,ORD-D10435EB04,T034,ESZ25,NEW_ORDER,SELL,5800.25,1,1,5800.0,5800.0,5800.0,False,
89,2025-12-15 09:30:19.532,ORD-E6F93EB387,T021,ESZ25,PARTIAL_FILL,SELL,5800.0,6,4,5800.0,5800.0,5800.0,False,
90,2025-12-15 09:30:19.879,ORD-A6A8BB8DD5,T034,ESZ25,CANCEL,SELL,5800.25,8,8,5800.0,5800.0,5800.0,False,
91,2025-12-15 09:30:20.278,ORD-E0826ECDCE,T026,ESZ25,NEW_ORDER,SELL,5800.25,6,6,5800.0,5800.0,5800.0,False,
92,2025-12-15 09:30:20.448,ORD-C838679679,T021,ESZ25,NEW_ORDER,SELL,5800.0,10,10,5800.0,5800.0,5800.0,False,
93,2025-12-15 09:30:20.627,ORD-900D40AE7B,T005,ESZ25,PARTIAL_FILL,SELL,5800.5,5,1,5800.0,5800.0,5800.0,False,
94,2025-12-15 09:30:20.978,ORD-ECF60BAD14,T037,ESZ25,NEW_ORDER,BUY,5800.0,10,10,5800.0,5800.0,5800.0,False,
95,2025-12-15 09:30:20.991,ORD-F2E74FB062,T009,ESZ25,CANCEL,BUY,5799.25,9,2,5800.0,5800.0,5800.0,False,
96,2025-12-15 09:30:20.997,ORD-DFB683752E,T038,ESZ25,NEW_ORDER,SELL,5800.5,13,13,5800.0,5800.0,5800.0,False,
97,2025-12-15 09:30:21.159,ORD-5721EC86B3,T011,ESZ25,NEW_ORDER,SELL,5800.5,13,13,5800.0,5800.0,5800.0,False,
98,2025-12-15 09:30:21.353,ORD-11C3CE69B3,T020,ESZ25,NEW_ORDER,BUY,5800.0,11,11,5800.0,5800.0,5800.0,False,
99,2025-12-15 09:30:21.450,ORD-11C3CE69B3,T020,ESZ25,FILL,BUY,5800.0,11,0,5800.0,5800.0,5800.0,False,
100,2025-12-15 09:30:21.766,ORD-7D6728E71C,T040,ESZ25,NEW_ORDER,BUY,5800.0,8,8,5800.0,5800.0,5800.0,False,
101,2025-12-15 09:30:21.914,ORD-C838679679,T021,ESZ25,PARTIAL_FILL,SELL,5800.0,10,1,5800.0,5800.0,5800.0,False,
102,2025-12-15 09:30:22.353,ORD-ECF60BAD14,T037,ESZ25,PARTIAL_FILL,BUY,5800.0,10,5,5800.0,5800.0,5800.0,False,
103,2025-12-15 09:30:22.610,ORD-5AE448DB5A,T007,ESZ25,NEW_ORDER,BUY,5799.75,15,15,5800.0,5800.0,5800.0,False,
104,2025-12-15 09:30:22.673,ORD-9CD8B07D61,T045,ESZ25,NEW_ORDER,BUY,5800.0,12,12,5800.0,5800.0,5800.0,False,
105,2025-12-15 09:30:22.731,ORD-5721EC86B3,T011,ESZ25,PARTIAL_FILL,SELL,5800.5,13,3,5800.0,5800.0,5800.0,False,
106,2025-12-15 09:30:23.219,ORD-F9BEA0D596,T016,ESZ25,NEW_ORDER,BUY,5800.0,9,9,5800.0,5800.0,5800.0,False,
107,2025-12-15 09:30:23.394,ORD-9CD8B07D61,T045,ESZ25,FILL,BUY,5800.0,12,0,5800.0,5800.0,5800.0,False,
108,2025-12-15 09:30:23.761,ORD-CEA9C6DD0E,T029,ESZ25,NEW_ORDER,SELL,5800.75,13,13,5800.0,5800.0,5800.0,False,
109,2025-12-15 09:30:23.834,ORD-4C8B6CD28B,T016,ESZ25,CANCEL,SELL,5800.0,8,1,5800.0,5800.0,5800.0,False,
110,2025-12-15 09:30:24.041,ORD-0CDAE60F78,T037,ESZ25,NEW_ORDER,BUY,5800.0,14,14,5800.0,5800.0,5800.0,False,
111,2025-12-15 09:30:24.070,ORD-5459456624,T015,ESZ25,NEW_ORDER,BUY,5800.0,3,3,5800.0,5800.0,5800.0,False,
112,2025-12-15 09:30:24.181,ORD-3AF68F0668,T005,ESZ25,NEW_ORDER,SELL,5800.25,8,8,5800.0,5800.0,5800.0,False,
113,2025-12-15 09:30:24.470,ORD-1DD5B810CE,T017,ESZ25,NEW_ORDER,SELL,5800.5,8,8,5800.0,5800.0,5800.0,False,
114,2025-12-15 09:30:24.612,ORD-CEA9C6DD0E,T029,ESZ25,PARTIAL_FILL,SELL,5800.75,13,5,5800.0,5800.0,5800.0,False,
115,2025-12-15 09:30:24.886,ORD-58448B9215,T030,ESZ25,NEW_ORDER,SELL,5800.25,9,9,5800.0,5800.0,5800.0,False,
116,2025-12-15 09:30:24.931,ORD-5AE448DB5A,T007,ESZ25,PARTIAL_FILL,BUY,5799.75,15,3,5800.0,5800.0,5800.0,False,
117,2025-12-15 09:30:25.671,ORD-1EAFFBDD7B,T035,ESZ25,NEW_ORDER,SELL,5800.25,9,9,5800.0,5800.0,5800.0,False,
118,2025-12-15 09:30:25.838,ORD-0CDAE60F78,T037,ESZ25,PARTIAL_FILL,BUY,5800.0,14,9,5800.0,5800.0,5800.0,False,
119,2025-12-15 09:30:25.969,ORD-5459456624,T015,ESZ25,PARTIAL_FILL,BUY,5800.0,3,2,5800.0,5800.0,5800.0,False,
120,2025-12-15 09:30:26.138,ORD-E6F93EB387,T021,ESZ25,CANCEL,SELL,5800.0,6,4,5800.0,5800.0,5800.0,False,
121,2025-12-15 09:30:26.293,ORD-6E233EB8BB,T021,ESZ25,CANCEL,BUY,5800.0,11,5,5800.0,5800.0,5800.0,False,
122,2025-12-15 09:30:26.580,ORD-552E1EF44C,T042,ESZ25,NEW_ORDER,BUY,5799.25,2,2,5800.0,5800.0,5800.0,False,
123,2025-12-15 09:30:26.635,ORD-A2F97E1B7E,T035,ESZ25,NEW_ORDER,BUY,5800.0,10,10,5800.0,5800.0,5800.0,False,
124,2025-12-15 09:30:26.668,ORD-FEF1E784E8,T022,ESZ25,NEW_ORDER,BUY,5799.25,7,7,5800.0,5800.0,5800.0,False,
125,2025-12-15 09:30:27.237,ORD-1DD5B810CE,T017,ESZ25,PARTIAL_FILL,SELL,5800.5,8,4,5800.0,5800.0,5800.0,False,
126,2025-12-15 09:30:27.363,ORD-A2F97E1B7E,T035,ESZ25,FILL,BUY,5800.0,10,0,5800.0,5800.0,5800.0,False,
127,2025-12-15 09:30:28.258,ORD-65F2CD2C09,T035,ESZ25,CANCEL,BUY,5800.0,8,5,5800.0,5800.0,5800.0,False,
128,2025-12-15 09:30:28.772,ORD-DD4821692E,T008,ESZ25,CANCEL,SELL,5800.5,1,0,5800.0,5800.0,5800.0,False,
129,2025-12-15 09:30:28.954,ORD-FDDEF9F843,T021,ESZ25,NEW_ORDER,BUY,5800.0,8,8,5800.0,5800.0,5800.0,False,
130,2025-12-15 09:30:29.435,ORD-FDDEF9F843,T021,ESZ25,FILL,BUY,5800.0,8,0,5800.0,5800.0,5800.0,False,
131,2025-12-15 09:30:29.847,ORD-AD30DCFDF7,T006,ESZ25,NEW_ORDER,SELL,5800.0,14,14,5800.0,5800.0,5800.0,False,
132,2025-12-15 09:30:29.860,ORD-FF6B50C998,T002,ESZ25,NEW_ORDER,BUY,5799.75,13,13,5800.0,5800.0,5800.0,False,
133,2025-12-15 09:30:30.020,ORD-7893E16D96,T024,ESZ25,NEW_ORDER,SELL,5800.0,13,13,5800.0,5800.0,5800.0,False,
134,2025-12-15 09:30:30.222,ORD-DAF7D7BA3C,T043,ESZ25,NEW_ORDER,BUY,5800.0,8,8,5800.0,5800.0,5800.0,False,
135,2025-12-15 09:30:30.633,ORD-3DFECDD7F7,T038,ESZ25,NEW_ORDER,BUY,5799.75,2,2,5800.0,5800.0,5800.0,False,
136,2025-12-15 09:30:30.689,ORD-7893E16D96,T024,ESZ25,PARTIAL_FILL,SELL,5800.0,13,1,5800.0,5800.0,5800.0,False,
137,2025-12-15 09:30:30.912,ORD-9245B2A8A8,T007,ESZ25,NEW_ORDER,BUY,5799.5,5,5,5800.0,5800.0,5800.0,False,
138,2025-12-15 09:30:30.988,ORD-DAF7D7BA3C,T043,ESZ25,FILL,BUY,5800.0,8,0,5800.0,5800.0,5800.0,False,
139,2025-12-15 09:30:31.058,ORD-F817B5B0A6,T027,ESZ25,NEW_ORDER,SELL,5800.0,1,1,5800.0,5800.0,5800.0,False,
140,2025-12-15 09:30:31.156,ORD-897F4DC884,T037,ESZ25,NEW_ORDER,BUY,5799.5,13,13,5800.0,5800.0,5800.0,False,
141,2025-12-15 09:30:31.489,ORD-CDC4819213,T034,ESZ25,NEW_ORDER,BUY,5799.5,12,12,5800.0,5800.0,5800.0,False,
142,2025-12-15 09:30:31.626,ORD-BA5E082807,T029,ESZ25,NEW_ORDER,SELL,5800.0,15,15,5800.0,5800.0,5800.0,False,
143,2025-12-15 09:30:31.844,ORD-06719EEDCA,T038,ESZ25,NEW_ORDER,SELL,5800.0,14,14,5800.0,5800.0,5800.0,False,
144,2025-12-15 09:30:31.884,ORD-F817B5B0A6,T027,ESZ25,PARTIAL_FILL,SELL,5800.0,1,0,5800.0,5800.0,5800.0,False,
145,2025-12-15 09:30:31.982,ORD-06719EEDCA,T038,ESZ25,FILL,SELL,5800.0,14,0,5800.0,5800.0,5800.0,False,
146,2025-12-15 09:30:32.054,ORD-6238D0D9CC,T002,ESZ25,NEW_ORDER,SELL,5800.5,6,6,5800.0,5800.0,5800.0,False,
147,2025-12-15 09:30:32.204,ORD-5721EC86B3,T011,ESZ25,CANCEL,SELL,5800.5,13,3,5800.0,5800.0,5800.0,False,
148,2025-12-15 09:30:32.360,ORD-BA5E082807,T029,ESZ25,FILL,SELL,5800.0,15,0,5800.0,5800.0,5800.0,False,
149,2025-12-15 09:30:32.619,ORD-4CBCBC22F7,T018,ESZ25,NEW_ORDER,SELL,5800.5,6,6,5800.0,5800.0,5800.0,False,
150,2025-12-15 09:30:32.736,ORD-9245B2A8A8,T007,ESZ25,PARTIAL_FILL,BUY,5799.5,5,1,5800.0,5800.0,5800.0,False,
151,2025-12-15 09:30:32.818,ORD-5EADD62045,T002,ESZ25,NEW_ORDER,SELL,5800.0,13,13,5800.0,5800.0,5800.0,False,
152,2025-12-15 09:30:33.109,ORD-B431D6F3AC,T045,ESZ25,NEW_ORDER,SELL,5800.5,6,6,5800.0,5800.0,5800.0,False,
153,2025-12-15 09:30:33.117,ORD-5EADD62045,T002,ESZ25,FILL,SELL,5800.0,13,0,5800.0,5800.0,5800.0,False,
154,2025-12-15 09:30:33.191,ORD-194520C47B,T027,ESZ25,NEW_ORDER,BUY,5799.75,12,12,5800.0,5800.0,5800.0,False,
155,2025-12-15 09:30:33.209,ORD-ADA5A49101,T038,ESZ25,NEW_ORDER,SELL,5800.0,11,11,5800.0,5800.0,5800.0,False,
156,2025-12-15 09:30:33.292,ORD-3DFECDD7F7,T038,ESZ25,PARTIAL_FILL,BUY,5799.75,2,1,5800.0,5800.0,5800.0,False,
157,2025-12-15 09:30:33.630,ORD-FD96E12725,T035,ESZ25,NEW_ORDER,SELL,5800.25,2,2,5800.0,5800.0,5800.0,False,
158,2025-12-15 09:30:33.669,ORD-CDC4819213,T034,ESZ25,PARTIAL_FILL,BUY,5799.5,12,3,5800.0,5800.0,5800.0,False,
159,2025-12-15 09:30:33.694,ORD-ADA5A49101,T038,ESZ25,FILL,SELL,5800.0,11,0,5800.0,5800.0,5800.0,False,
160,2025-12-15 09:30:34.117,ORD-72912881D0,T013,ESZ25,NEW_ORDER,SELL,5800.0,2,2,5800.0,5800.0,5800.0,False,
161,2025-12-15 09:30:34.181,ORD-72912881D0,T013,ESZ25,FILL,SELL,5800.0,2,0,5800.0,5800.0,5800.0,False,
162,2025-12-15 09:30:34.334,ORD-18E28437D1,T019,ESZ25,NEW_ORDER,BUY,5799.25,10,10,5800.0,5800.0,5800.0,False,
163,2025-12-15 09:30:34.354,ORD-E2BCDA4CEF,T011,ESZ25,CANCEL,BUY,5800.0,5,1,5800.0,5800.0,5800.0,False,
164,2025-12-15 09:30:34.514,ORD-FEFCDA4040,T003,ESZ25,NEW_ORDER,BUY,5799.5,5,5,5800.0,5800.0,5800.0,False,
165,2025-12-15 09:30:34.629,ORD-ED28431AD7,T005,ESZ25,NEW_ORDER,SELL,5800.0,2,2,5800.0,5800.0,5800.0,False,
166,2025-12-15 09:30:34.747,ORD-8E89442E59,T018,ESZ25,CANCEL,BUY,5800.0,1,0,5800.0,5800.0,5800.0,False,
167,2025-12-15 09:30:34.771,ORD-B676280BEF,T041,ESZ25,CANCEL,SELL,5800.25,14,14,5800.0,5800.0,5800.0,False,
168,2025-12-15 09:30:34.800,ORD-35B53023DB,T029,ESZ25,CANCEL,SELL,5800.75,3,3,5800.0,5800.0,5800.0,False,
169,2025-12-15 09:30:35.062,ORD-E898AA593F,T016,ESZ25,NEW_ORDER,SELL,5800.0,2,2,5800.0,5800.0,5800.0,False,
170,2025-12-15 09:30:35.134,ORD-FEFCDA4040,T003,ESZ25,PARTIAL_FILL,BUY,5799.5,5,1,5800.0,5800.0,5800.0,False,
171,2025-12-15 09:30:35.450,ORD-ED28431AD7,T005,ESZ25,PARTIAL_FILL,SELL,5800.0,2,1,5800.0,5800.0,5800.0,False,
172,2025-12-15 09:30:35.551,ORD-2C5AE80A5A,T016,ESZ25,NEW_ORDER,BUY,5800.0,3,3,5800.0,5800.0,5800.0,False,
173,2025-12-15 09:30:35.638,ORD-68D4CD73F1,T034,ESZ25,NEW_ORDER,BUY,5800.0,13,13,5800.0,5800.0,5800.0,False,
174,2025-12-15 09:30:35.722,ORD-E898AA593F,T016,ESZ25,FILL,SELL,5800.0,2,0,5800.0,5800.0,5800.0,False,
175,2025-12-15 09:30:35.732,ORD-1A24E7D3DF,T010,ESZ25,NEW_ORDER,BUY,5799.75,11,11,5800.0,5800.0,5800.0,False,
176,2025-12-15 09:30:35.791,ORD-1063A4493C,T039,ESZ25,NEW_ORDER,SELL,5800.0,12,12,5800.0,5800.0,5800.0,False,
177,2025-12-15 09:30:35.832,ORD-48B3D433B1,T044,ESZ25,NEW_ORDER,SELL,5800.0,2,2,5800.0,5800.0,5800.0,False,
178,2025-12-15 09:30:35.995,ORD-9DBFF2B509,T037,ESZ25,NEW_ORDER,SELL,5800.0,5,5,5800.0,5800.0,5800.0,False,
